"META","","","ESTRUCTURAL","","","","","","","LOCACIONAL","","","","","SEGURIDAD","","TCO","","","","","TARGET","",""
"SHV-0721","FincaRaíz","Arriendo","Apartamento","108","2","2","Sí","Sí","12","Usaquén","Toberín","5","4.713831","-74.030422","180","5.58","113000","223","180000","752000","1045000","941700000","5130000","5130000"
"SHV-0722","Habi","Venta","Apartamento","133","4","4","Sí","Sí","24","Chapinero","Pardo Rubio","6","4.637225","-74.071499","320","1","231000","296","316000","1385000","1932000","1468700000","8110000","1468700000"
"SHV-0723","FincaRaíz","Venta","Apartamento","57","2","1","No","No","60","Santa Fe","Las Cruces","2","4.583401","-74.088578","290","1.98","55000","122","61000","7000","123000","128000000","730000","128000000"
"SHV-0724","UAECD-OTC","Arriendo","Casa","30","2","2","No","No","42","San Cristóbal","20 de Julio","1","4.576957","-74.095135","210","4.6","16000","85","53000","0","69000","47700000","200000","200000"
"SHV-0725","FincaRaíz","Venta","Apartamento","33","2","1","No","No","15","Usme","Alfonso López","1","4.486193","-74.123643","140","6.89","36000","78","44000","1000","81000","47900000","270000","47900000"
"SHV-0726","FincaRaíz","Arriendo","Apartamento","67","2","1","No","No","46","Tunjuelito","Tunjuelito","2","4.555916","-74.123099","190","5.25","59000","119","87000","33000","179000","175500000","830000","830000"
"SHV-0727","FincaRaíz","Venta","Apartamento","52","1","1","No","No","14","Bosa","Bosa Central","1","4.628212","-74.204075","160","6.24","37000","102","32000","34000","103000","82400000","380000","82400000"
"SHV-0728","Properati","Venta","Apartamento","75","3","3","No","No","29","Kennedy","Timiza","2","4.609872","-74.139031","230","3.95","54000","140","82000","27000","163000","179600000","780000","179600000"
"SHV-0729","Metrocuadrado","Venta","Apartamento","77","2","2","Sí","Sí","30","Fontibón","Fontibón","4","4.676847","-74.133929","200","4.93","92000","180","95000","416000","603000","433700000","2600000","433700000"
"SHV-0730","Habi","Venta","Apartamento","79","2","1","Sí","Sí","26","Engativá","Garcés Navas","4","4.705447","-74.109253","175","5.75","72000","222","136000","392000","600000","509400000","2100000","509400000"
"SHV-0731","Properati","Venta","Casa","72","3","3","Sí","Sí","15","Suba","Tibabuyes","4","4.728451","-74.102236","195","5.09","95000","185","104000","95000","294000","440000000","2490000","440000000"
"SHV-0732","UAECD-OTC","Venta","Apartamento","97","2","1","Sí","Sí","37","Barrios Unidos","Alcázares","4","4.676348","-74.064872","265","2.8","76000","207","154000","404000","634000","635700000","3360000","635700000"
"SHV-0733","Habi","Venta","Apartamento","100","3","3","Sí","Sí","10","Teusaquillo","Nicolás de Federmán","4","4.620819","-74.08168","300","1.65","70000","228","171000","493000","734000","624700000","3420000","624700000"
"SHV-0734","FincaRaíz","Venta","Casa","77","2","1","No","Sí","58","Los Mártires","La Sabana","3","4.596312","-74.079665","280","2.31","51000","181","72000","0","123000","233800000","1270000","233800000"
"SHV-0735","Habi","Venta","Apartamento","71","2","1","Sí","No","60","Antonio Nariño","Restrepo","3","4.555974","-74.090783","220","4.27","42000","175","77000","194000","313000","264100000","1510000","264100000"
"SHV-0736","UAECD-OTC","Arriendo","Casa","38","2","2","No","No","15","Puente Aranda","Muzú","3","4.607157","-74.119726","245","3.45","59000","130","65000","0","124000","138100000","600000","600000"
"SHV-0737","UAECD-OTC","Arriendo","Apartamento","63","4","4","No","No","60","La Candelaria","La Candelaria","3","4.576072","-74.068019","310","1.33","41000","175","78000","149000","268000","217400000","870000","870000"
"SHV-0738","Habi","Arriendo","Casa","33","2","1","No","No","14","Rafael Uribe Uribe","Quiroga","2","4.5364","-74.120739","200","4.93","43000","96","56000","32000","131000","93100000","480000","480000"
"SHV-0739","UAECD-OTC","Venta","Apartamento","45","2","1","No","No","22","Ciudad Bolívar","El Mochuelo","2","4.513207","-74.162584","170","5.91","32000","106","60000","6000","98000","119900000","560000","119900000"
"SHV-0740","Metrocuadrado","Venta","Apartamento","50","2","1","No","No","37","Sumapaz","Sumapaz","1","4.24681","-74.36814","45","10","31000","92","32000","66000","129000","92800000","390000","92800000"
"SHV-0741","Metrocuadrado","Venta","Apartamento","276","4","4","Sí","Sí","27","Usaquén","Santa Bárbara","6","4.71793","-74.013685","180","5.58","382000","610","612000","3276000","4270000","3073000000","13440000","3073000000"
"SHV-0742","Habi","Venta","Apartamento","104","4","3","Sí","Sí","26","Chapinero","Chapinero","4","4.646702","-74.048944","320","1","102000","190","119000","549000","770000","624300000","2910000","624300000"
"SHV-0743","Habi","Venta","Apartamento","62","3","3","No","No","60","Santa Fe","Lourdes","2","4.602618","-74.070319","290","1.98","53000","116","76000","42000","171000","147900000","610000","147900000"
"SHV-0744","Metrocuadrado","Venta","Casa","40","1","1","No","No","32","San Cristóbal","20 de Julio","1","4.577528","-74.061577","210","4.6","33000","84","57000","0","90000","69500000","290000","69500000"
"SHV-0745","FincaRaíz","Venta","Apartamento","54","2","1","No","No","9","Usme","Gran Yomasa","2","4.476198","-74.115803","140","6.89","39000","119","51000","28000","118000","122800000","720000","122800000"
"SHV-0746","Metrocuadrado","Venta","Apartamento","52","2","2","No","No","7","Tunjuelito","Tunjuelito","2","4.589035","-74.124968","190","5.25","45000","123","62000","14000","121000","146600000","680000","146600000"
"SHV-0747","Habi","Arriendo","Apartamento","37","3","2","No","No","21","Bosa","El Porvenir","2","4.615015","-74.181125","160","6.24","49000","115","43000","40000","132000","93400000","560000","560000"
"SHV-0748","Properati","Arriendo","Casa","43","2","1","No","Sí","24","Kennedy","Calandaima","3","4.608037","-74.17555","230","3.95","38000","128","91000","0","129000","158800000","940000","940000"
"SHV-0749","UAECD-OTC","Venta","Casa","89","3","3","Sí","No","17","Fontibón","Modelia","3","4.658621","-74.126185","200","4.93","77000","156","118000","0","195000","376300000","1610000","376300000"
"SHV-0750","FincaRaíz","Venta","Apartamento","111","4","3","Sí","Sí","27","Engativá","Engativá","4","4.715163","-74.124421","175","5.75","76000","179","150000","499000","725000","769500000","4180000","769500000"
"SHV-0751","Habi","Venta","Apartamento","25","3","2","Sí","No","20","Suba","Suba","2","4.76541","-74.110379","195","5.09","45000","104","43000","13000","101000","71100000","370000","71100000"
"SHV-0752","FincaRaíz","Venta","Apartamento","71","3","3","Sí","Sí","28","Barrios Unidos","12 de Octubre","3","4.66664","-74.064446","265","2.8","70000","175","99000","246000","415000","284400000","1530000","284400000"
"SHV-0753","Properati","Arriendo","Apartamento","120","3","2","Sí","Sí","24","Teusaquillo","Galerías","5","4.649502","-74.104945","300","1.65","157000","298","197000","942000","1296000","990500000","4150000","4150000"
"SHV-0754","UAECD-OTC","Venta","Apartamento","42","2","1","No","No","25","Los Mártires","La Sabana","2","4.629977","-74.115284","280","2.31","38000","97","44000","54000","136000","90200000","390000","90200000"
"SHV-0755","Habi","Arriendo","Apartamento","64","3","2","Sí","No","60","Antonio Nariño","Restrepo","3","4.604635","-74.10334","220","4.27","42000","124","89000","199000","330000","215300000","890000","890000"
"SHV-0756","UAECD-OTC","Venta","Apartamento","92","2","1","No","Sí","60","Puente Aranda","Muzú","4","4.634098","-74.114674","245","3.45","109000","235","157000","395000","661000","519100000","2700000","519100000"
"SHV-0757","UAECD-OTC","Venta","Casa","63","3","3","No","No","55","La Candelaria","La Candelaria","2","4.590878","-74.052938","310","1.33","48000","109","58000","29000","135000","164200000","980000","164200000"
"SHV-0758","UAECD-OTC","Arriendo","Apartamento","46","2","2","No","No","22","Rafael Uribe Uribe","Quiroga","3","4.543521","-74.085642","200","4.93","60000","114","71000","100000","231000","164400000","880000","880000"
"SHV-0759","UAECD-OTC","Arriendo","Apartamento","65","3","2","No","No","18","Ciudad Bolívar","El Mochuelo","2","4.517921","-74.138047","170","5.91","61000","127","87000","52000","200000","155300000","840000","840000"
"SHV-0760","FincaRaíz","Venta","Apartamento","45","3","3","No","No","19","Sumapaz","Sumapaz","1","4.283758","-74.382985","45","10","41000","132","36000","39000","116000","73100000","440000","73100000"
"SHV-0761","FincaRaíz","Arriendo","Apartamento","125","2","1","Sí","Sí","1","Usaquén","Santa Bárbara","5","4.722632","-74.049826","180","5.58","192000","280","180000","886000","1258000","1182000000","6330000","6330000"
"SHV-0762","Properati","Arriendo","Apartamento","172","4","3","Sí","No","23","Chapinero","Chapinero","6","4.665112","-74.060937","320","1","270000","465","423000","1984000","2677000","2424200000","9890000","9890000"
"SHV-0763","Habi","Arriendo","Apartamento","88","2","1","No","No","60","Santa Fe","Sagrado Corazón","2","4.613923","-74.091768","290","1.98","75000","137","88000","24000","187000","181900000","1040000","1040000"
"SHV-0764","Properati","Arriendo","Apartamento","57","1","1","No","No","44","San Cristóbal","20 de Julio","2","4.554982","-74.066185","210","4.6","53000","124","47000","42000","142000","137200000","650000","650000"
"SHV-0765","Habi","Arriendo","Apartamento","64","1","1","Sí","No","8","Usme","La Flora","2","4.456105","-74.14761","140","6.89","29000","166","87000","15000","131000","166700000","670000","670000"
"SHV-0766","Properati","Venta","Apartamento","56","3","2","No","Sí","60","Tunjuelito","Venecia","3","4.570667","-74.135862","190","5.25","54000","163","90000","152000","296000","191800000","960000","191800000"
"SHV-0767","UAECD-OTC","Arriendo","Apartamento","49","3","3","No","No","8","Bosa","El Porvenir","1","4.637472","-74.211324","160","6.24","32000","102","55000","50000","137000","82100000","480000","480000"
"SHV-0768","Metrocuadrado","Venta","Casa","46","1","1","No","No","37","Kennedy","Timiza","3","4.638666","-74.148952","230","3.95","62000","127","57000","0","119000","169400000","760000","169400000"
"SHV-0769","UAECD-OTC","Arriendo","Casa","91","4","3","Sí","No","15","Fontibón","Granjas de Techo","4","4.68109","-74.141026","200","4.93","93000","211","168000","0","261000","484600000","2410000","2410000"
"SHV-0770","Habi","Venta","Apartamento","85","3","2","No","Sí","26","Engativá","Garcés Navas","4","4.695899","-74.106218","175","5.75","70000","165","136000","375000","581000","587500000","2550000","587500000"
"SHV-0771","Habi","Venta","Apartamento","70","2","1","Sí","No","19","Suba","Niza","2","4.765972","-74.093873","195","5.09","41000","124","97000","17000","155000","135900000","560000","135900000"
"SHV-0772","Habi","Arriendo","Apartamento","54","4","4","No","No","18","Barrios Unidos","Los Andes","3","4.684877","-74.081836","265","2.8","35000","141","64000","120000","219000","226100000","940000","940000"
"SHV-0773","UAECD-OTC","Arriendo","Apartamento","153","3","3","No","Sí","36","Teusaquillo","Nicolás de Federmán","5","4.634566","-74.101774","300","1.65","196000","366","262000","1045000","1503000","1464600000","7990000","7990000"
"SHV-0774","FincaRaíz","Arriendo","Apartamento","84","3","3","No","No","53","Los Mártires","Ricaurte","3","4.58624","-74.074685","280","2.31","42000","215","89000","222000","353000","272600000","1560000","1560000"
"SHV-0775","FincaRaíz","Arriendo","Apartamento","41","1","1","Sí","No","60","Antonio Nariño","Restrepo","2","4.58295","-74.123123","220","4.27","49000","101","73000","38000","160000","95300000","410000","410000"
"SHV-0776","Habi","Venta","Apartamento","56","2","1","Sí","Sí","36","Puente Aranda","Muzú","4","4.62809","-74.120509","245","3.45","56000","143","92000","262000","410000","390500000","1790000","390500000"
"SHV-0777","Properati","Arriendo","Casa","53","2","2","No","Sí","20","La Candelaria","La Candelaria","2","4.601693","-74.073511","310","1.33","51000","137","81000","0","132000","136500000","600000","600000"
"SHV-0778","Metrocuadrado","Venta","Apartamento","71","2","1","No","No","32","Rafael Uribe Uribe","Marruecos","3","4.566821","-74.126075","200","4.93","67000","143","73000","172000","312000","248800000","1010000","248800000"
"SHV-0779","UAECD-OTC","Arriendo","Apartamento","71","4","4","No","No","21","Ciudad Bolívar","Tesoro","2","4.541591","-74.159807","170","5.91","58000","145","102000","18000","178000","153900000","790000","790000"
"SHV-0780","FincaRaíz","Venta","Apartamento","56","2","1","Sí","No","20","Sumapaz","Sumapaz","2","4.293786","-74.380576","45","10","49000","103","72000","78000","199000","125300000","680000","125300000"
"SHV-0781","UAECD-OTC","Venta","Apartamento","96","4","4","Sí","Sí","6","Usaquén","Santa Bárbara","6","4.718718","-74.033745","180","5.58","173000","228","330000","984000","1487000","1159300000","6140000","1159300000"
"SHV-0782","Properati","Venta","Apartamento","114","3","3","Sí","Sí","17","Chapinero","Chapinero","4","4.670891","-74.04157","320","1","120000","275","165000","512000","797000","555300000","2650000","555300000"
"SHV-0783","FincaRaíz","Arriendo","Apartamento","32","2","2","No","No","49","Santa Fe","Lourdes","2","4.578931","-74.053883","290","1.98","30000","83","67000","2000","99000","73900000","380000","380000"
"SHV-0784","Habi","Venta","Apartamento","48","2","1","Sí","Sí","32","San Cristóbal","20 de Julio","2","4.540774","-74.069824","210","4.6","37000","141","82000","41000","160000","105100000","440000","105100000"
"SHV-0785","Properati","Venta","Apartamento","58","2","2","No","No","9","Usme","Gran Yomasa","1","4.463404","-74.148541","140","6.89","36000","112","64000","5000","105000","89400000","390000","89400000"
"SHV-0786","Properati","Venta","Apartamento","62","2","2","No","Sí","44","Tunjuelito","Venecia","2","4.576057","-74.159764","190","5.25","57000","112","63000","51000","171000","178000000","1040000","178000000"
"SHV-0787","Properati","Arriendo","Apartamento","46","3","3","No","No","21","Bosa","Apogeo","1","4.641216","-74.223763","160","6.24","30000","91","41000","11000","82000","85100000","470000","470000"
"SHV-0788","Properati","Arriendo","Apartamento","67","1","1","Sí","No","41","Kennedy","Carvajal","3","4.648014","-74.155333","230","3.95","42000","123","102000","146000","290000","296300000","1730000","1730000"
"SHV-0789","Habi","Arriendo","Apartamento","72","2","1","Sí","No","22","Fontibón","Modelia","3","4.656444","-74.138525","200","4.93","62000","135","65000","199000","326000","211400000","1230000","1230000"
"SHV-0790","Properati","Venta","Apartamento","80","4","3","Sí","Sí","34","Engativá","Minuto de Dios","4","4.681425","-74.13503","175","5.75","85000","200","129000","353000","567000","481900000","2550000","481900000"
"SHV-0791","Metrocuadrado","Venta","Apartamento","66","2","2","No","No","26","Suba","Andes","3","4.754127","-74.07568","195","5.09","36000","138","70000","148000","254000","244900000","1430000","244900000"
